"Record Length",500,"Points",           0,       0.016
"Sample Interval",1.60000002e-009,s,1.60000002e-009,       0.052
"Trigger Point",0,"Samples",3.20000004e-009,       0.084
"Trigger Time",1.03201194e-009,s,4.80000006e-009,       0.112
"",,,6.40000009e-009,        0.14
"Horizontial Offset",           0,s,8.00000011e-009,       0.164
,,,9.60000013e-009,       0.184
,,,1.12000001e-008,       0.204
,,,1.28000002e-008,       0.228
,,,1.44000002e-008,       0.236
,,,1.60000002e-008,       0.252
,,,1.76000002e-008,       0.244
,,,1.92000003e-008,        0.24
,,,2.08000003e-008,       0.232
,,,2.24000003e-008,       0.212
,,,2.40000003e-008,       0.192
,,,2.56000003e-008,        0.16
,,,2.72000004e-008,        0.14
,,,2.88000004e-008,       0.104
,,,3.04000004e-008,       0.072
,,,3.20000004e-008,       0.048
,,,3.36000004e-008,       0.012
,,,3.52000005e-008,       -0.02
,,,3.68000005e-008,      -0.048
,,,3.84000005e-008,      -0.088
,,,4.00000005e-008,      -0.116
,,,4.16000006e-008,      -0.152
,,,4.32000006e-008,       -0.18
,,,4.48000006e-008,      -0.208
,,,4.64000006e-008,      -0.236
,,,4.80000006e-008,       -0.26
,,,4.96000007e-008,       -0.28
,,,5.12000007e-008,      -0.292
,,,5.28000007e-008,      -0.304
,,,5.44000007e-008,      -0.312
,,,5.60000007e-008,      -0.308
,,,5.76000008e-008,      -0.292
,,,5.92000008e-008,      -0.264
,,,6.08000008e-008,       -0.22
,,,6.24000008e-008,      -0.184
,,,6.40000009e-008,      -0.144
,,,6.56000009e-008,        -0.1
,,,6.72000009e-008,      -0.068
,,,6.88000009e-008,      -0.028
,,,7.04000009e-008,       0.008
,,,7.2000001e-008,       0.044
,,,7.3600001e-008,        0.08
,,,7.5200001e-008,       0.104
,,,7.6800001e-008,       0.132
,,,7.8400001e-008,       0.156
,,,8.00000011e-008,        0.18
,,,8.16000011e-008,       0.208
,,,8.32000011e-008,        0.22
,,,8.48000011e-008,       0.236
,,,8.64000012e-008,        0.24
,,,8.80000012e-008,       0.244
,,,8.96000012e-008,        0.24
,,,9.12000012e-008,       0.236
,,,9.28000012e-008,       0.216
,,,9.44000013e-008,         0.2
,,,9.60000013e-008,       0.168
,,,9.76000013e-008,       0.136
,,,9.92000013e-008,         0.1
,,,1.00800001e-007,        0.08
,,,1.02400001e-007,       0.048
,,,1.04000001e-007,        0.02
,,,1.05600001e-007,      -0.016
,,,1.07200001e-007,      -0.052
,,,1.08800001e-007,       -0.08
,,,1.10400001e-007,      -0.116
,,,1.12000001e-007,       -0.14
,,,1.13600002e-007,      -0.176
,,,1.15200002e-007,      -0.204
,,,1.16800002e-007,      -0.228
,,,1.18400002e-007,      -0.252
,,,1.20000002e-007,      -0.272
,,,1.21600002e-007,      -0.292
,,,1.23200002e-007,        -0.3
,,,1.24800002e-007,      -0.308
,,,1.26400002e-007,      -0.308
,,,1.28000002e-007,      -0.296
,,,1.29600002e-007,      -0.276
,,,1.31200002e-007,      -0.228
,,,1.32800002e-007,      -0.196
,,,1.34400002e-007,      -0.144
,,,1.36000002e-007,      -0.104
,,,1.37600002e-007,      -0.064
,,,1.39200002e-007,      -0.028
,,,1.40800002e-007,       0.016
,,,1.42400002e-007,        0.04
,,,1.44000002e-007,       0.072
,,,1.45600002e-007,         0.1
,,,1.47200002e-007,       0.132
,,,1.48800002e-007,       0.156
,,,1.50400002e-007,        0.18
,,,1.52000002e-007,         0.2
,,,1.53600002e-007,       0.216
,,,1.55200002e-007,       0.228
,,,1.56800002e-007,       0.244
,,,1.58400002e-007,       0.244
,,,1.60000002e-007,       0.244
,,,1.61600002e-007,       0.228
,,,1.63200002e-007,       0.216
,,,1.64800002e-007,       0.192
,,,1.66400002e-007,       0.168
,,,1.68000002e-007,        0.14
,,,1.69600002e-007,       0.112
,,,1.71200002e-007,       0.076
,,,1.72800002e-007,       0.052
,,,1.74400002e-007,        0.02
,,,1.76000002e-007,      -0.012
,,,1.77600002e-007,      -0.048
,,,1.79200002e-007,      -0.076
,,,1.80800002e-007,      -0.112
,,,1.82400002e-007,      -0.144
,,,1.84000002e-007,      -0.172
,,,1.85600002e-007,      -0.204
,,,1.87200002e-007,       -0.22
,,,1.88800003e-007,      -0.248
,,,1.90400003e-007,      -0.272
,,,1.92000003e-007,      -0.288
,,,1.93600003e-007,        -0.3
,,,1.95200003e-007,      -0.308
,,,1.96800003e-007,      -0.304
,,,1.98400003e-007,      -0.296
,,,2.00000003e-007,      -0.268
,,,2.01600003e-007,      -0.236
,,,2.03200003e-007,      -0.188
,,,2.04800003e-007,      -0.148
,,,2.06400003e-007,      -0.116
,,,2.08000003e-007,      -0.076
,,,2.09600003e-007,      -0.036
,,,2.11200003e-007,       0.004
,,,2.12800003e-007,       0.036
,,,2.14400003e-007,       0.072
,,,2.16000003e-007,       0.096
,,,2.17600003e-007,        0.12
,,,2.19200003e-007,       0.152
,,,2.20800003e-007,        0.18
,,,2.22400003e-007,       0.196
,,,2.24000003e-007,        0.22
,,,2.25600003e-007,       0.236
,,,2.27200003e-007,       0.248
,,,2.28800003e-007,        0.24
,,,2.30400003e-007,       0.232
,,,2.32000003e-007,       0.236
,,,2.33600003e-007,       0.216
,,,2.35200003e-007,         0.2
,,,2.36800003e-007,       0.172
,,,2.38400003e-007,       0.144
,,,2.40000003e-007,       0.112
,,,2.41600003e-007,       0.084
,,,2.43200003e-007,       0.052
,,,2.44800003e-007,        0.02
,,,2.46400003e-007,      -0.008
,,,2.48000003e-007,      -0.044
,,,2.49600003e-007,      -0.076
,,,2.51200003e-007,      -0.112
,,,2.52800003e-007,       -0.14
,,,2.54400003e-007,      -0.168
,,,2.56000003e-007,      -0.204
,,,2.57600003e-007,       -0.22
,,,2.59200003e-007,      -0.244
,,,2.60800003e-007,      -0.268
,,,2.62400004e-007,      -0.284
,,,2.64000004e-007,      -0.304
,,,2.65600004e-007,      -0.304
,,,2.67200004e-007,      -0.308
,,,2.68800004e-007,      -0.296
